Title,Authors,Abstract,Year,URL,Citations,Readers,References,DOI,PDF
AdS$_3$ black holes with primary Proca hair from regularized Gauss-Bonnet coupling,"Gokhan Alkac, Murat Mesta, Gonul Unal","We construct a consistent three-dimensional Einstein-Gauss-Bonnet theory as a vector-tensor theory within the generalized Proca class by employing a regularization procedure based on the Weyl geometry, which was introduced recently in arXiv:2504.13084. We then obtain an asymptotically AdS$_3$, static, and circularly symmetric black hole solution with primary Proca hair. Afterwards, we investigate the effect of the scalar-tensor Gauss-Bonnet coupling constructed previously by different regularization schemes. We further generalize these solutions by incorporating an electric charge.",2025.0,http://arxiv.org/abs/2508.03386v1,349.0,860.0,,,
Squeezed Quasinormal Modes from Nonlinear Gravitational Effects,"Sreenath K. Manikandan, Frank Wilczek",We demonstrate that long-lived black hole quasi-normal modes become quantum mechanically squeezed due to nonlinear gravitational effects. We estimate the degree of squeezing for the fundamental mode of a Schwarzschild black hole quantitatively.,2025.0,http://arxiv.org/abs/2508.03380v1,415.0,1606.0,,,
All Photonic Isolator using Atomically Thin (2D) Bismuth Telluride (Bi2Te3),"Saswata Goswami, Bruno Ipaves, Juan Gomez Quispe, Caique Campos de Oliveira, Surbhi Slathia, Abhijith M. B, Varinder Pal, Christiano J. S. de Matos, Samit K. Ray, Douglas S. Galvao, Pedro A. S. Autreto, Chandra Sekhar Tiwary","This study demonstrates that two-dimensional (2D) Bi2Te3 exhibits strong light-matter interaction, enabling a broadband Kerr nonlinear optical response. This characteristic is advantageous for nonreciprocal light propagation in passive photonic isolators. Using Spatial Self-Phase Modulation (SSPM) spectroscopy, self-induced diffraction patterns in the far field were observed at excitation wavelengths of 650 nm, 532 nm, and 405 nm to calculate the nonlinear refractive index (n2) and the third-order nonlinear optical susceptibility (chi^(3)) of the synthesized 2D Bi2Te3.   The results show that 2D Bi2Te3 possesses a significantly higher nonlinear refractive index than graphene. The laser-induced hole coherence effect is responsible for the large magnitude of the third-order nonlinear susceptibility. Surface engineering techniques were also employed to enhance the response speed of the photonic system.   Complementary ab initio simulations were performed to gain further insight into the observed nonlinear behavior. Leveraging the strong Kerr nonlinearity of 2D Bi2Te3, a nonlinear photonic isolator that breaks time-reversal symmetry and enables unidirectional light propagation was demonstrated. This work establishes Bi2Te3 as a novel 2D material for nonlinear photonics, expanding its potential applications in detectors, modulators, and optical switches.",2025.0,http://arxiv.org/abs/2508.03319v1,62.0,259.0,,,
BDFirewall: Towards Effective and Expeditiously Black-Box Backdoor Defense in MLaaS,"Ye Li, Chengcheng Zhu, Yanchao Zhao, Jiale Zhang","In this paper, we endeavor to address the challenges of backdoor attacks countermeasures in black-box scenarios, thereby fortifying the security of inference under MLaaS. We first categorize backdoor triggers from a new perspective, i.e., their impact on the patched area, and divide them into: high-visibility triggers (HVT), semi-visibility triggers (SVT), and low-visibility triggers (LVT). Based on this classification, we propose a progressive defense framework, BDFirewall, that removes these triggers from the most conspicuous to the most subtle, without requiring model access. First, for HVTs, which create the most significant local semantic distortions, we identify and eliminate them by detecting these salient differences. We then restore the patched area to mitigate the adverse impact of such removal process. The localized purification designed for HVTs is, however, ineffective against SVTs, which globally perturb benign features. We therefore model an SVT-poisoned input as a mixture of a trigger and benign features, where we unconventionally treat the benign features as ""noise"". This formulation allows us to reconstruct SVTs by applying a denoising process that removes these benign ""noise"" features. The SVT-free input is then obtained by subtracting the reconstructed trigger. Finally, to neutralize the nearly imperceptible but fragile LVTs, we introduce lightweight noise to disrupt the trigger pattern and then apply DDPM to restore any collateral impact on clean features. Comprehensive experiments demonstrate that our method outperforms state-of-the-art defenses. Compared with baselines, BDFirewall reduces the Attack Success Rate (ASR) by an average of 33.25%, improving poisoned sample accuracy (PA) by 29.64%, and achieving up to a 111x speedup in inference time. Code will be made publicly available upon acceptance.",2025.0,http://arxiv.org/abs/2508.03307v1,457.0,1647.0,,,
The shadow and quasinormal modes of the asymptotically flat hairy black holes with a dilaton potential,"Sheng-Han Xiong, Yong-Zhuang Li, Xiao-Mei Kuang, Jerzy Matyjasek","In this article, the shadow and the quasinormal modes (QNMs) of an exact asymptotically flat hairy electrically charged black hole solution with a dilaton potential are investigated. Using the {constraint} equation among the integration constant $\eta$ of the gravitational field, the mass $M$, the electric charge $Q$ and the coupling constant $\nu$ between the $U(1)$ field and the dilaton field, we find that the shadow radii, the Lyapunov exponent $\lambda$ and the coordinate angular velocity $\Omega_{c}$ only significantly affected by $\nu$ if the $Q$ is close to the extremal value, especially when $\nu$ approaches to one. Furthermore, the QNMs are numerically computed by using the Hatsuda method and verify with the higher-order WKB approximations with the Pad\'e summation. We find that the QNMs are close to that of the low energy limit of the string theory when $\nu$ is large enough. In the eikonal limit, the real and imaginary parts are proved to be given by $\Omega_{c}$ and $\lambda$, respectively.",2025.0,http://arxiv.org/abs/2508.03270v1,459.0,755.0,,,
Towards Interpretable Concept Learning over Time Series via Temporal Logic Semantics,"Irene Ferfoglia, Simone Silvetti, Gaia Saveri, Laura Nenzi, Luca Bortolussi","Time series classification is a task of paramount importance, as this kind of data often arises in safety-critical applications. However, it is typically tackled with black-box deep learning methods, making it hard for humans to understand the rationale behind their output. To take on this challenge, we propose a neuro-symbolic framework that unifies classification and explanation through direct embedding of trajectories into a space of Signal Temporal Logic (STL) concepts. By introducing a novel STL-inspired kernel that maps raw time series to their alignment with predefined STL formulae, our model jointly optimises for accuracy and interpretability, as each prediction is accompanied by the most relevant logical concepts that characterise it. This enables classification grounded in human-interpretable temporal patterns and produces both local and global symbolic explanations. Early results show competitive performance while offering high-quality logical justifications for model decisions.",2025.0,http://arxiv.org/abs/2508.03269v1,212.0,507.0,,,
Timelike Liouville theory and AdS$_3$ gravity at finite cutoff,"Kuroush Allameh, Edgar Shaghoulian","We propose that AdS$_3$ gravity with conformal boundary conditions is described by coupling the holographic CFT to timelike Liouville theory and deforming by an exactly marginal operator. In this description, the Liouville field controls the finite-cutoff radial wall in the bulk. We check this proposal in the semiclassical limit by matching the sphere and torus partition functions between the bulk and boundary theories. By scaling parameters of the Liouville theory we can push our bulk description deep inside the interior of black hole geometries. The same scaling of parameters leads to a flat-space limit with a two-dimensional CFT as its holographic dual theory.",2025.0,http://arxiv.org/abs/2508.03236v1,414.0,772.0,,,
Particle Dynamics and Thermal Properties in Kalb-Ramond ModMax Black Holes: Theoretical Predictions for Observational Tests of Exotic Physics,"Faizuddin Ahmed, Ahmad Al-Badawi, İzzet Sakallı","We present a comprehensive theoretical study of geodesic motion and thermodynamic behavior in Kalb--Ramond (KR) black hole (BH) spacetimes sourced by ModMax electrodynamics. Both neutral and charged test particle dynamics are investigated, highlighting how the Lorentz symmetry breaking (LSB) parameter $\ell$, the ModMax nonlinearity parameter $\gamma$, and the discrete branch parameter $\zeta$ significantly modify orbital structures compared to classical Schwarzschild and Reissner--Nordstr\""{o}m (RN) solutions. Effective potential analysis reveals notable shifts in the innermost stable circular orbit (ISCO): ordinary branches allow stable orbits closer to the horizon, while phantom branches shift them outward by factors of 5--10. For charged particles, the combined influence of modified gravity and nonlinear electromagnetic fields may induce chaotic trajectories in certain regimes. On the thermodynamic side, we derive full expressions for Hawking temperature, entropy, and Helmholtz free energy. Ordinary branches exhibit divergent specific heat indicating second-order phase transitions, whereas phantom branches yield consistently negative specific heat, implying thermal instability. Phantom BHs are found to possess higher Hawking temperatures and show distinct thermodynamic phase structures, including Hawking--Page-type transitions. Observational features such as BH shadows and gravitational lensing are explored, revealing parameter-dependent changes in photon sphere radii and deflection angles. Notably, the deflection angle analysis via the Gauss--Bonnet theorem method (GBTm) shows opposite-sign electromagnetic corrections for phantom versus ordinary branches, suggesting potential observational discriminants.",2025.0,http://arxiv.org/abs/2508.03226v1,345.0,917.0,,,
GeoShield: Safeguarding Geolocation Privacy from Vision-Language Models via Adversarial Perturbations,"Xinwei Liu, Xiaojun Jia, Yuan Xun, Simeng Qin, Xiaochun Cao","Vision-Language Models (VLMs) such as GPT-4o now demonstrate a remarkable ability to infer users' locations from public shared images, posing a substantial risk to geoprivacy. Although adversarial perturbations offer a potential defense, current methods are ill-suited for this scenario: they often perform poorly on high-resolution images and low perturbation budgets, and may introduce irrelevant semantic content. To address these limitations, we propose GeoShield, a novel adversarial framework designed for robust geoprivacy protection in real-world scenarios. GeoShield comprises three key modules: a feature disentanglement module that separates geographical and non-geographical information, an exposure element identification module that pinpoints geo-revealing regions within an image, and a scale-adaptive enhancement module that jointly optimizes perturbations at both global and local levels to ensure effectiveness across resolutions. Extensive experiments on challenging benchmarks show that GeoShield consistently surpasses prior methods in black-box settings, achieving strong privacy protection with minimal impact on visual or semantic quality. To our knowledge, this work is the first to explore adversarial perturbations for defending against geolocation inference by advanced VLMs, providing a practical and effective solution to escalating privacy concerns.",2025.0,http://arxiv.org/abs/2508.03209v1,231.0,449.0,,,
"Quantum Oppenheimer-Snyder Black Hole with Quintessential Dark Energy and a String Clouds: Geodesics, Perturbative Dynamics, and Thermal Properties","Faizuddin Ahmed, Ahmad Al-Badawi, İzzet Sakallı","In this paper, we explore a deformed Schwarzschild black hole (BH) within a loop quantum gravity (LQG) framework incorporating both a quintessence field (QF) and a cloud of strings (CS), aiming to understand how these exotic fields collectively influence various physical phenomena in the BH's vicinity. We systematically investigate the quantum Oppenheimer--Snyder (QOS) spacetime by deriving the complete metric and analyzing horizon structures, showing significant modifications to the classical geometry through the interplay of quantum deformation effects, CS, and QF parameters. Our comprehensive geodesic analysis demonstrates that null geodesics exhibit modified effective potentials and altered photon trajectories, while timelike geodesics show enhanced orbital velocities and geodesic precession frequencies compared to classical predictions, providing potentially observable signatures through precision measurements. The BH shadow investigation reveals systematic increases in shadow radius with both CS and QF parameters, offering new possibilities for testing exotic matter configurations through next-generation high-resolution observations. We examine field perturbations of different spins -- including scalar, electromagnetic (EM), and fermionic fields -- demonstrating that the BH remains stable under external disturbances while exhibiting modified quasinormal mode (QNM) spectra that could serve as observational discriminators. Most remarkably, our thermodynamic analysis reveals exotic thermal behavior including negative temperature regimes, fundamentally altered stability conditions, and genuine phase transitions between distinct BH configurations, extending well beyond classical general relativity predictions.",2025.0,http://arxiv.org/abs/2508.03202v1,361.0,1021.0,,,
Probing the Weak Gravity Conjecture: Novel Aschenbach Signatures in Superextremal Non-Linear Charged AdS Black Holes,"Mohammad Reza Alipour, Mohammad Ali S Afshar, Saeed Noori Gashti, Behnam Pourhassan, Jafar Sadeghi","This study investigates the nonlinear charged Anti-de Sitter (AdS) black hole solution within the framework of massive gravity, motivated by recent advancements linking the Weak Gravity Conjecture (WGC) to phenomena such as Weak Cosmic Censorship Conjecture (WCCC) and photon sphere dynamics. Building on these foundations, we focus on the Aschenbach effect-a relativistic phenomenon intricately tied to the geometry of photon spheres and known to occur in some special sub-extremal non rotating black holes. Our primary objective is to determine whether this effect persists not only up to the extremal limit but also beyond, into the superextremal regime, thus probing the stability and validity of black hole characteristics in these extreme conditions. By analyzing the nonlinear charged AdS black hole solutions in massive gravity, we demonstrate that the Aschenbach effect remains a robust feature across both extremal and superextremal configurations. This extension suggests that key relativistic signatures and the underlying spacetime structures associated with high-spin black holes continue to hold beyond classical boundaries. Our results provide new insights into the behavior of ultra-compact objects and highlight promising directions for exploring the limits of general relativity, as well as potential generalizations of the WGC and WCC in strong gravitational fields.",2025.0,http://arxiv.org/abs/2508.03185v1,170.0,600.0,,,
Quantum Spectral Reasoning: A Non-Neural Architecture for Interpretable Machine Learning,Andrew Kiruluta,"We propose a novel machine learning architecture that departs from conventional neural network paradigms by leveraging quantum spectral methods, specifically Pade approximants and the Lanczos algorithm, for interpretable signal analysis and symbolic reasoning. The core innovation of our approach lies in its ability to transform raw time-domain signals into sparse, physically meaningful spectral representations without the use of backpropagation, high-dimensional embeddings, or data-intensive black-box models. Through rational spectral approximation, the system extracts resonant structures that are then mapped into symbolic predicates via a kernel projection function, enabling logical inference through a rule-based reasoning engine. This architecture bridges mathematical physics, sparse approximation theory, and symbolic artificial intelligence, offering a transparent and physically grounded alternative to deep learning models. We develop the full mathematical formalism underlying each stage of the pipeline, provide a modular algorithmic implementation, and demonstrate the system's effectiveness through comparative evaluations on time-series anomaly detection, symbolic classification, and hybrid reasoning tasks. Our results show that this spectral-symbolic architecture achieves competitive accuracy while maintaining interpretability and data efficiency, suggesting a promising new direction for physically-informed, reasoning-capable machine learning.",2025.0,http://arxiv.org/abs/2508.03170v1,264.0,425.0,,,
Unveiling Location-Specific Price Drivers: A Two-Stage Cluster Analysis for Interpretable House Price Predictions,"Paul Gümmer, Julian Rosenberger, Mathias Kraus, Patrick Zschech, Nico Hambauer","House price valuation remains challenging due to localized market variations. Existing approaches often rely on black-box machine learning models, which lack interpretability, or simplistic methods like linear regression (LR), which fail to capture market heterogeneity. To address this, we propose a machine learning approach that applies two-stage clustering, first grouping properties based on minimal location-based features before incorporating additional features. Each cluster is then modeled using either LR or a generalized additive model (GAM), balancing predictive performance with interpretability. Constructing and evaluating our models on 43,309 German house property listings from 2023, we achieve a 36% improvement for the GAM and 58% for LR in mean absolute error compared to models without clustering. Additionally, graphical analyses unveil pattern shifts between clusters. These findings emphasize the importance of cluster-specific insights, enhancing interpretability and offering practical value for buyers, sellers, and real estate analysts seeking more reliable property valuations.",2025.0,http://arxiv.org/abs/2508.03156v1,307.0,919.0,,,
Safety-Aware Imitation Learning via MPC-Guided Disturbance Injection,"Le Qiu, Yusuf Umut Ciftci, Somil Bansal","Imitation Learning has provided a promising approach to learning complex robot behaviors from expert demonstrations. However, learned policies can make errors that lead to safety violations, which limits their deployment in safety-critical applications. We propose MPC-SafeGIL, a design-time approach that enhances the safety of imitation learning by injecting adversarial disturbances during expert demonstrations. This exposes the expert to a broader range of safety-critical scenarios and allows the imitation policy to learn robust recovery behaviors. Our method uses sampling-based Model Predictive Control (MPC) to approximate worst-case disturbances, making it scalable to high-dimensional and black-box dynamical systems. In contrast to prior work that relies on analytical models or interactive experts, MPC-SafeGIL integrates safety considerations directly into data collection. We validate our approach through extensive simulations including quadruped locomotion and visuomotor navigation and real-world experiments on a quadrotor, demonstrating improvements in both safety and task performance. See our website here: https://leqiu2003.github.io/MPCSafeGIL/",2025.0,http://arxiv.org/abs/2508.03129v1,456.0,1004.0,,,
Probing autoionization decay lifetimes of the $\mathbf{4d^{-1}6\boldsymbol{\ell}}$ core-excited states in xenon using attosecond noncollinear four-wave-mixing spectroscopy,"Nicolette G. Puskar, Patrick Rupprecht, Jan Dvořák, Yen-Cheng Lin, Avery E. Greene, Robert R. Lucchese, C. William McCurdy, Stephen R. Leone, Daniel M. Neumark","The decay of core-excited states is a sensitive probe of autoionization dynamics and correlation effects in many-electron systems, occurring on the fastest timescales. Xenon, with its dense manifold of autoionizing resonances that can be coupled with near-infrared light, provides a platform to investigate these processes. In this work, the autoionization decay lifetimes of $4d^{-1}6\ell$ $(\ell = s, p, d, ...)$ core-excited states in xenon atoms are probed with extreme ultraviolet (XUV) attosecond noncollinear four-wave-mixing (FWM) spectroscopy. The $4d^{-1}_{\{5/2,\, 3/2\}}6p$ XUV-bright states (optically dipole allowed) exhibit decay lifetimes of $\sim$6 fs, which is consistent with spectator-type decay. In contrast, the $4d^{-1}_{\{5/2,\, 3/2\}}6s$ and $4d^{-1}_{\{5/2,\, 3/2\}}6d$ XUV-dark states (optically dipole forbidden) show longer decay lifetimes of $\sim$20 fs. Photoionization calculations confirm that all core-hole states with $4d$ character should decay via spectator channels in $\leq$ 6 fs, suggesting that the apparent longer dark state decay times arise from an alternative mechanism. A few-level simulation of the FWM process shows that the inclusion of a nearby, longer-lived dark state can mimic the experimental FWM signal, suggesting population cycling with a second electronic state with non-$4d$ character. Ab-initio calculations support the presence of such multi-electron excited states in the 60$-$70 eV range. These results demonstrate that FWM signals can encode coupled-state dynamics when probing complex systems, highlighting the importance of combining theoretical and experimental approaches to disentangle accurate core-level decay pathways and lifetimes.",2025.0,http://arxiv.org/abs/2508.03128v1,212.0,441.0,,,
Token-Level Precise Attack on RAG: Searching for the Best Alternatives to Mislead Generation,"Zizhong Li, Haopeng Zhang, Jiawei Zhang","While large language models (LLMs) have achieved remarkable success in providing trustworthy responses for knowledge-intensive tasks, they still face critical limitations such as hallucinations and outdated knowledge. To address these issues, the retrieval-augmented generation (RAG) framework enhances LLMs with access to external knowledge via a retriever, enabling more accurate and real-time outputs about the latest events. However, this integration brings new security vulnerabilities: the risk that malicious content in the external database can be retrieved and used to manipulate model outputs. Although prior work has explored attacks on RAG systems, existing approaches either rely heavily on access to the retriever or fail to jointly consider both retrieval and generation stages, limiting their effectiveness, particularly in black-box scenarios. To overcome these limitations, we propose Token-level Precise Attack on the RAG (TPARAG), a novel framework that targets both white-box and black-box RAG systems. TPARAG leverages a lightweight white-box LLM as an attacker to generate and iteratively optimize malicious passages at the token level, ensuring both retrievability and high attack success in generation. Extensive experiments on open-domain QA datasets demonstrate that TPARAG consistently outperforms previous approaches in retrieval-stage and end-to-end attack effectiveness. These results further reveal critical vulnerabilities in RAG pipelines and offer new insights into improving their robustness.",2025.0,http://arxiv.org/abs/2508.03110v1,173.0,586.0,,,
Untraceable DeepFakes via Traceable Fingerprint Elimination,"Jiewei Lai, Lan Zhang, Chen Tang, Pengcheng Sun, Xinming Wang, Yunhao Wang","Recent advancements in DeepFakes attribution technologies have significantly enhanced forensic capabilities, enabling the extraction of traces left by generative models (GMs) in images, making DeepFakes traceable back to their source GMs. Meanwhile, several attacks have attempted to evade attribution models (AMs) for exploring their limitations, calling for more robust AMs. However, existing attacks fail to eliminate GMs' traces, thus can be mitigated by defensive measures. In this paper, we identify that untraceable DeepFakes can be achieved through a multiplicative attack, which can fundamentally eliminate GMs' traces, thereby evading AMs even enhanced with defensive measures. We design a universal and black-box attack method that trains an adversarial model solely using real data, applicable for various GMs and agnostic to AMs. Experimental results demonstrate the outstanding attack capability and universal applicability of our method, achieving an average attack success rate (ASR) of 97.08\% against 6 advanced AMs on DeepFakes generated by 9 GMs. Even in the presence of defensive mechanisms, our method maintains an ASR exceeding 72.39\%. Our work underscores the potential challenges posed by multiplicative attacks and highlights the need for more robust AMs.",2025.0,http://arxiv.org/abs/2508.03067v1,285.0,507.0,,,
Mixed Precision Photonic Computing with 3D Electronic-Photonic Integrated Circuits,"Georgios Charalampous, Rui Chen, Mehmet Berkay On, Aslan Nasirov, Chun-Yi Cheng, Mahmoud AbdelGhany, Arka Majumdar, Ji Wang, Jennifer A. Black, Rajkumar Chinnakonda Kubendran, Caglar Oskay, Zhaojun Bai, Sam Palermo, Scott B. Papp, S. J. Ben Yoo","We propose advancing photonic in-memory computing through three-dimensional photonic-electronic integrated circuits using phase-change materials (PCM) and AlGaAs-CMOS technology. These circuits offer high precision (greater than 12 bits), scalability (greater than 1024 by 1024), and massive parallelism (greater than 1 million operations) across the wavelength, spatial, and temporal domains at ultra-low power (less than 1 watt per PetaOPS). Monolithically integrated hybrid PCM-AlGaAs memory resonators handle coarse-precision iterations (greater than 5-bit most significant bit precision) through reversible PCM phase transitions. Electro-optic memristive tuning enables fine-precision updates (greater than 8-bit least significant bit precision), resulting in over 12-bit precision for in-memory computing. The use of low-loss PCM (less than 0.01 dB per cm) and electro-optical tuning yields memristive optical resonators with high Q-factors (greater than 1 million), low insertion loss, and low tuning power. A W by W photonic tensor core composed of PCM-AlGaAs memresonators performs general matrix multiplication (GEMM) across W wavelengths from optical frequency combs, with minimal crosstalk and loss. Hierarchical scaling in the wavelength domain (K) and spatial domain (L) enables this system to address high-dimensional (N) scientific partial differential equation (PDE) problems in a single constant-time operation, compared to the conventional quadratic-time (N squared) computational complexity.",2025.0,http://arxiv.org/abs/2508.03063v1,0.0,44.0,,,
Simultaneous photonic and phononic bandgaps in a hexagonal lattice geometry with gradually transforming circular-to-triangular air gap holes,"Suhas Bharadwaj, Adarsh Ganesan","The integration of photonic and phononic bandgaps within a single scalable architecture promises transformative advances in optomechanical and acousto-optic devices. Here, we design and simulate a two-dimensional hexagonal lattice in silicon with air-gap holes that transition smoothly from circular to triangular via tuneable geometrical parameters R and l. This transformation enables suppression of both electromagnetic and elastic wave modes through Bragg scattering and symmetry modulation. We demonstrate that systematic variation of R and l allows tuning of photonic and phononic bandgaps by 18% and 21% respectively. This possibility of geometrical tuning of bandgaps provide strong foundations for applications in Bragg filters, sensors etc. without the need for complex defects and exotic materials.",2025.0,http://arxiv.org/abs/2508.03045v1,45.0,109.0,,,
Intergalactic Wandering Stars in the Local Universe: Theoretical Predictions for Their Distance and Luminosity Distribution,"Jia-Hui Wang, Maosheng Xiang, Ji-Feng Liu","Intergalactic wandering stars (IWSs) within 10 Mpc remain a poorly explored area of astronomy. Such stars, if they exist, are supposed to be wandering objects as they are not bounded by the gravitational potential of any galaxy. We set out to conduct dedicated studies for unraveling such a wandering stellar population. As the first paper of the series, in the present work we model the distance distribution and luminosity function of IWSs formed via the Hills mechanism of the Galactic central massive black hole (GCMBH). We implement a numerical simulation to generate IWSs taking the ejection history of the GCMBH and the stellar evolution process into consideration, and present their luminosity function in the distance range of 200kpc - 10Mpc. Our results suggest that a few hundred thousand IWSs have been generated by the GCMBH via the Hills mechanism in the past 14 billion years. These IWSs have an apparent magnitude peaking at 30 to 35 mag in SDSS $r-$band, which are hard to detect. However, a few thousand of them at the bright end are detectable by upcoming wide-field deep surveys, such as China Space Station Telescope (CSST) and Vera Rubin Observatory (LSST). The forthcoming discovery of such a wandering stellar population will open a door for precise understanding of the matter constitution of the nearby intergalactic space and the dynamical history of galaxies in the local universe.",2025.0,http://arxiv.org/abs/2508.03022v1,376.0,1351.0,,,
Optical Characteristics of the Kerr-Bertotti-Robinson Black Hole,"Xiao-Xiong Zeng, Chen-Yu Yang, Hao Yu","The Kerr-Bertotti-Robinson (Kerr-BR) black hole, a theoretical model of a rotating black hole immersed in a uniform magnetic field, has been proposed recently by Podolsky and Ovcharenko. This study investigates the optical characteristics of the Kerr-BR black hole based on the exact solution. We analyze the optical image under two illumination models: a celestial light source and a geometrically thin accretion disk. We reveal distinct roles for the fundamental parameters in the model. Specifically, it is found that under both illumination models, the effect of the rotation parameter on the optical image of the Kerr-BR black hole is significantly different from that of the magnetic field. As the magnetic field increases, the radii of both the shadow and the Einstein ring enlarge. We also attempt to use the data from M87* and Sgr A* to constrain the magnetic field. These results enhance our understanding of the optical characteristics of the Kerr-BR black hole and establish a theoretical foundation for interpreting future observations on the optical image of the black hole immersed in a uniform magnetic field. Finally, we point out that with advances in the resolution of black hole images, it is possible to detect potential BR-like magnetic fields around black holes.",2025.0,http://arxiv.org/abs/2508.03020v1,97.0,147.0,,,
Cliques and High Odd Holes in Graphs with Chromatic Number Equal to Maximum Degree,"Rachel Galindo, Jessica McDonald, Songling Shan","We prove that if $G$ is a connected graph with $\chi(G) = \Delta(G)$ and $G\neq \overline{C_7}$, then $G$ contains either $K_{\Delta(G)}$ or an odd hole where every vertex has degree at least $\Delta(G)-1$ in $G$. This extends earlier work by Chen, Lan, Lin and Zhou, who proved the result for $\Delta(G)\geq 7$.",2025.0,http://arxiv.org/abs/2508.02939v1,14.0,54.0,,,
ETH-monotonicity and the black hole singularity,Nilakash Sorokhaibam,ETH-monotonicity is a recently discovered quantum advantage in quantum chaotic many-body systems which reinforces the Kelvin statement of the second law of thermodynamics over and above the universal entropic contribution. We show that the boundary conformal field theory in AdS/CFT correspondence possesses ETH-monotonicity. This leads to our proposal that the black hole singularity is a microstate for which ETH-monotonicity dominates the entropic factor.,2025.0,http://arxiv.org/abs/2508.02895v1,316.0,983.0,,,
Physics-Embedded Neural ODEs for Sim2Real Edge Digital Twins of Hybrid Power Electronics Systems,"Jialin Zheng, Haoyu Wang, Yangbin Zeng, Di Mou, Xin Zhang, Hong Li, Sergio Vazquez, Leopoldo G. Franquelo","Edge Digital Twins (EDTs) are crucial for monitoring and control of Power Electronics Systems (PES). However, existing modeling approaches struggle to consistently capture continuously evolving hybrid dynamics that are inherent in PES, degrading Sim-to-Real generalization on resource-constrained edge devices. To address these challenges, this paper proposes a Physics-Embedded Neural ODEs (PENODE) that (i) embeds the hybrid operating mechanism as an event automaton to explicitly govern discrete switching and (ii) injects known governing ODE components directly into the neural parameterization of unmodeled dynamics. This unified design yields a differentiable end-to-end trainable architecture that preserves physical interpretability while reducing redundancy, and it supports a cloud-to-edge toolchain for efficient FPGA deployment. Experimental results demonstrate that PENODE achieves significantly higher accuracy in benchmarks in white-box, gray-box, and black-box scenarios, with a 75% reduction in neuron count, validating that the proposed PENODE maintains physical interpretability, efficient edge deployment, and real-time control enhancement.",2025.0,http://arxiv.org/abs/2508.02887v1,469.0,913.0,,,
Integrating Machine Learning with Multimodal Monitoring System Utilizing Acoustic and Vision Sensing to Evaluate Geometric Variations in Laser Directed Energy Deposition,"Ke Xu, Chaitanya Krishna Prasad Vallabh, Souran Manoochehri","Laser directed energy deposition (DED) additive manufacturing struggles with consistent part quality due to complex melt pool dynamics and process variations. While much research targets defect detection, little work has validated process monitoring systems for evaluating melt pool dynamics and process quality. This study presents a novel multimodal monitoring framework, synergistically integrating contact-based acoustic emission (AE) sensing with coaxial camera vision to enable layer-wise identification and evaluation of geometric variations in DED parts. The experimental study used three part configurations: a baseline part without holes, a part with a 3mm diameter through-hole, and one with a 5mm through-hole to test the system's discerning capabilities. Raw sensor data was preprocessed: acoustic signals were filtered for time-domain and frequency-domain feature extraction, while camera data underwent melt pool segmentation and morphological feature extraction. Multiple machine learning algorithms (including SVM, random forest, and XGBoost) were evaluated to find the optimal model for classifying layer-wise geometric variations. The integrated multimodal strategy achieved a superior classification performance of 94.4%, compared to 87.8% for AE only and 86.7% for the camera only. Validation confirmed the integrated system effectively captures both structural vibration signatures and surface morphological changes tied to the geometric variations. While this study focuses on specific geometries, the demonstrated capability to discriminate between features establishes a technical foundation for future applications in characterizing part variations like geometric inaccuracies and manufacturing-induced defects.",2025.0,http://arxiv.org/abs/2508.02847v1,83.0,159.0,,,
Clinically Grounded Agent-based Report Evaluation: An Interpretable Metric for Radiology Report Generation,"Radhika Dua, Young Joon, Kwon, Siddhant Dogra, Daniel Freedman, Diana Ruan, Motaz Nashawaty, Danielle Rigau, Daniel Alexander Alber, Kang Zhang, Kyunghyun Cho, Eric Karl Oermann","Radiological imaging is central to diagnosis, treatment planning, and clinical decision-making. Vision-language foundation models have spurred interest in automated radiology report generation (RRG), but safe deployment requires reliable clinical evaluation of generated reports. Existing metrics often rely on surface-level similarity or behave as black boxes, lacking interpretability. We introduce ICARE (Interpretable and Clinically-grounded Agent-based Report Evaluation), an interpretable evaluation framework leveraging large language model agents and dynamic multiple-choice question answering (MCQA). Two agents, each with either the ground-truth or generated report, generate clinically meaningful questions and quiz each other. Agreement on answers captures preservation and consistency of findings, serving as interpretable proxies for clinical precision and recall. By linking scores to question-answer pairs, ICARE enables transparent, and interpretable assessment. Clinician studies show ICARE aligns significantly more with expert judgment than prior metrics. Perturbation analyses confirm sensitivity to clinical content and reproducibility, while model comparisons reveal interpretable error patterns.",2025.0,http://arxiv.org/abs/2508.02808v1,372.0,758.0,,,
